Ensembl	Gene	"Gene synonym"	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"
ENSG00000108387	SEPT4	"ARTS, CE5B3, H5, hCDCREL-2, hucep-7, MART, PNUTL2"	"Septin 4"	O43236	17	58520250-58540818	"Predicted intracellular proteins"	"Cell cycle, Cell division, Differentiation, Spermatogenesis"		
ENSG00000184702	SEPT5	"H5, HCDCREL-1, PNUTL1"	"Septin 5"	Q99719	22	19714464-19724224	"Predicted intracellular proteins"	"Cell cycle, Cell division"		
ENSG00000151778	SERP2	"bA269C23.1, C13orf21"	"Stress associated endoplasmic reticulum protein family member 2"	Q8N6R1	13	44373665-44397714	"Predicted intracellular proteins, Predicted membrane proteins"	"Protein transport, Translocation, Transport"		
ENSG00000180440	SERTM1	C13orf36	"Serine rich and transmembrane domain containing 1"	A2A2V5	13	36673912-36697839	"Predicted membrane proteins"			
ENSG00000174938	SEZ6L2	"FLJ90517, PSK-1"	"Seizure related 6 homolog like 2"	Q6UXD5	16	29871159-29899547	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000198089	SFI1	"KIAA0542, PISD, PPP1R139"	"SFI1 centrin binding protein"	A8K8P3	22	31488688-31618586	"Predicted intracellular proteins"			
ENSG00000198879	SFMBT2	KIAA1617	"Scm like with four mbt domains 2"	Q5VUG0	10	7158624-7411486	"Predicted intracellular proteins"		Repressor	
ENSG00000144040	SFXN5	"BBG-TCC, SLC56A5"	"Sideroflexin 5"	Q8TD22	2	72942036-73075619	"Predicted intracellular proteins, Predicted membrane proteins"	"Amino-acid transport, Transport"		
ENSG00000118473	SGIP1	DKFZp761D221	"SH3 domain GRB2 like endophilin interacting protein 1"	Q9BQI5	1	66533383-66748299	"Predicted intracellular proteins"	Endocytosis		
ENSG00000101049	SGK2		"SGK2, serine/threonine kinase 2"	Q9HBY8	20	43558968-43588237	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000167524	SGK494		"Uncharacterized serine/threonine-protein kinase SgK494"		17	28607964-28614200	"Predicted intracellular proteins"			
ENSG00000167037	SGSM1	"KIAA1941, RUTBC2"	"Small G protein signaling modulator 1"	Q2NKQ1	22	24806169-24927578	"Predicted intracellular proteins"		"GTPase activation"	
ENSG00000197860	SGTB	"FLJ39002, Sgt2"	"Small glutamine rich tetratricopeptide repeat containing beta"	Q96EQ0	5	65665928-65723035	"Predicted intracellular proteins"		Chaperone	
ENSG00000162105	SHANK2	"CORTBP1, CTTNBP1, ProSAP1, SHANK, SPANK-3"	"SH3 and multiple ankyrin repeat domains 2"	Q9UPX8	11	70467856-71252577	"Disease related genes, Plasma proteins, Predicted intracellular proteins"			"Autism, Autism spectrum disorder"
ENSG00000251322	SHANK3	"KIAA1650, prosap2, PSAP2, SPANK-2"	"SH3 and multiple ankyrin repeat domains 3"		22	50674415-50733298	"Predicted intracellular proteins"			
ENSG00000148082	SHC3	"N-Shc, NSHC, SHCC"	"SHC adaptor protein 3"	Q92529	9	89005771-89178767	"Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"			
ENSG00000185634	SHC4	"RaLP, SHCD"	"SHC adaptor protein 4"	Q6S5L8	15	48823735-48963444	"Predicted intracellular proteins, RAS pathway related proteins"			
ENSG00000188803	SHISA6	FLJ45455	"Shisa family member 6"	Q6ZSJ9	17	11241263-11564063	"Predicted membrane proteins, Transporters"	"Wnt signaling pathway"		
ENSG00000237515	SHISA9		"Shisa family member 9"	B4DS77	16	12901620-13240413	"Predicted membrane proteins, Transporters"			
ENSG00000145642	SHISAL2B	FAM159B	"Shisa like 2B"	A6NKW6	5	64690308-64718090	"Predicted membrane proteins"			
ENSG00000185960	SHOX	"GCFX, PHOG, SHOXY, SS"	"Short stature homeobox"	O15266	X	624344-659411	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, Developmental protein, DNA-binding"	"Disease mutation, Dwarfism"
ENSG00000158352	SHROOM4	KIAA1202	"Shroom family member 4"	Q9ULL8	X	50591647-50814302	"Disease related genes, Predicted intracellular proteins"		"Actin-binding, Developmental protein"	"Disease mutation, Mental retardation"
ENSG00000187164	SHTN1	"KIAA1598, shootin-1, shootin1"	"Shootin 1"	A0MZ66	10	116881482-117126586	"Predicted intracellular proteins"		"Developmental protein"	
ENSG00000215475	SIAH3	FLJ39203	"Siah E3 ubiquitin protein ligase family member 3"	Q8IW03	13	45777243-45851736	"Predicted intracellular proteins"			
ENSG00000198053	SIRPA	"BIT, CD172a, MFR, MYD-1, P84, PTPNS1, SHPS-1, SHPS1, SIRP, SIRP-ALPHA-1, SIRPalpha, SIRPalpha2"	"Signal regulatory protein alpha"	P78324	20	1894167-1940592	"CD markers, Plasma proteins, Predicted membrane proteins"			
ENSG00000068903	SIRT2	SIR2L	"Sirtuin 2"	Q8IXJ6	19	38878555-38899862	"Cancer-related genes, Predicted intracellular proteins"	"Autophagy, Cell cycle, Cell division, Differentiation, Immunity, Innate immunity, Meiosis, Mitosis, Neurogenesis, Transcription, Transcription regulation"	Transferase	"Cancer-related genes, Neurodegeneration"
ENSG00000157933	SKI		"SKI proto-oncogene"	P12755	1	2228695-2310119	"Disease related genes, Plasma proteins, Predicted intracellular proteins"			"Craniosynostosis, Disease mutation, Proto-oncogene"
ENSG00000145248	SLC10A4	MGC29802	"Solute carrier family 10 member 4"	Q96EP9	4	48483343-48489196	"Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		
ENSG00000253598	SLC10A5		"Solute carrier family 10 member 5"	Q5PT55	8	81693607-81696174	"Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"		
ENSG00000221955	SLC12A8	CCC9	"Solute carrier family 12 member 8"	A0AV02	3	125082636-125212864	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Ion transport, Potassium transport, Symport, Transport"		
ENSG00000165646	SLC18A2	"SVAT, SVMT, VMAT2"	"Solute carrier family 18 member A2"	Q05940	10	117241073-117279430	"FDA approved drug targets, Predicted membrane proteins, Transporters"	"Neurotransmitter transport, Transport"		"Disease mutation, Dystonia, FDA approved drug targets, Parkinsonism"
ENSG00000187714	SLC18A3	VACHT	"Solute carrier family 18 member A3"	Q16572	10	49610301-49612720	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Neurotransmitter transport, Transport"		"Congenital myasthenic syndrome, Disease mutation"
ENSG00000163393	SLC22A15	FLIPT1	"Solute carrier family 22 member 15"	Q8IZD6	1	115976498-116070054	"Predicted membrane proteins, Transporters"	"Ion transport, Transport"		
ENSG00000092096	SLC22A17	"BOCT, BOIT, NGALR"	"Solute carrier family 22 member 17"	Q8WUG5	14	23346306-23352912	"Predicted membrane proteins, Transporters"	"Ion transport, Iron transport, Transport"	Receptor	
ENSG00000140090	SLC24A4	NCKX4	"Solute carrier family 24 member 4"	Q8NFF2	14	92322581-92501483	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Antiport, Calcium transport, Ion transport, Olfaction, Potassium transport, Sensory transduction, Sodium transport, Symport, Transport"		"Amelogenesis imperfecta, Disease mutation"
ENSG00000177542	SLC25A22	"EIEE3, FLJ13044, GC1, NET44"	"Solute carrier family 25 member 22"	Q9H936	11	790475-798333	"Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Symport, Transport"		"Disease mutation, Epilepsy"
ENSG00000125648	SLC25A23	"APC2, FLJ30339, MGC2615"	"Solute carrier family 25 member 23"	Q9BV35	19	6436079-6465203	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport		
ENSG00000145832	SLC25A48	"FLJ44862, HDMCP"	"Solute carrier family 25 member 48"	Q6ZT89	5	135579202-135889770	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport		
ENSG00000151229	SLC2A13	HMIT	"Solute carrier family 2 member 13"	Q96QE2	12	39755021-40106089	"Predicted membrane proteins, Transporters"	Transport		
ENSG00000160326	SLC2A6	"GLUT6, GLUT9, HSA011372"	"Solute carrier family 2 member 6"	Q9UGQ3	9	133471095-133479137	"Predicted membrane proteins, Transporters"	"Sugar transport, Transport"		
ENSG00000182747	SLC35D3	FRCL1	"Solute carrier family 35 member D3"	Q5M8T2	6	136922264-136925639	"Predicted membrane proteins, Transporters"	"Sugar transport, Transport"		
ENSG00000183780	SLC35F3	FLJ37712	"Solute carrier family 35 member F3"	Q8IY50	1	233904933-234324516	"Predicted membrane proteins, Transporters"	Transport		
ENSG00000123643	SLC36A1	"LYAAT-1, PAT1, TRAMD3"	"Solute carrier family 36 member 1"	Q7Z2H8	5	151437046-151492381	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Symport, Transport"		
ENSG00000166558	SLC38A8		"Solute carrier family 38 member 8"	A6NNN8	16	84009667-84042636	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Ion transport, Sodium transport, Transport"		"Disease mutation"
ENSG00000196950	SLC39A10	"DKFZp564L2123, FLJ90515, KIAA1265"	"Solute carrier family 39 member 10"	Q9ULF5	2	195575977-195737702	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport, Zinc transport"		
ENSG00000162426	SLC45A1	DNB5	"Solute carrier family 45 member 1"	Q9Y2W3	1	8317826-8344167	"Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"	"Sugar transport, Symport, Transport"		"Disease mutation, Epilepsy, Mental retardation"
ENSG00000211584	SLC48A1	"FLJ20489, hHRG-1, HRG1"	"Solute carrier family 48 member 1"	Q6P1K1	12	47753916-47782753	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	Transport		
ENSG00000050438	SLC4A8	NBC3	"Solute carrier family 4 member 8"	Q2Y0W8	12	51391317-51515763	"Predicted membrane proteins"	"Anion exchange, Antiport, Ion transport, Sodium transport, Transport"		
ENSG00000158865	SLC5A11	"KST1, SGLT6, SMIT2"	"Solute carrier family 5 member 11"	Q8WWX8	16	24845841-24911628	"Predicted membrane proteins"	"Apoptosis, Ion transport, Sodium transport, Sugar transport, Symport, Transport"		
ENSG00000072041	SLC6A15	"FLJ10316, hv7-3, NTT73, SBAT1, V7-3"	"Solute carrier family 6 member 15"	Q9H2J7	12	84859488-84913615	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Ion transport, Neurotransmitter transport, Sodium transport, Symport, Transport"		
ENSG00000196517	SLC6A9	GLYT1	"Solute carrier family 6 member 9"	P48067	1	43991500-44031467	"Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Neurotransmitter transport, Symport, Transport"		"Disease mutation"
ENSG00000130876	SLC7A10	asc-1	"Solute carrier family 7 member 10"	Q9NS82	19	33208664-33225850	"Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		
ENSG00000151012	SLC7A11	xCT	"Solute carrier family 7 member 11"	Q9UPY5	4	138164097-138242349	"FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"FDA approved drug targets"
ENSG00000135740	SLC9A5	NHE5	"Solute carrier family 9 member A5"	Q14940	16	67237683-67272190	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Sodium transport, Transport"		
ENSG00000198689	SLC9A6	"KIAA0267, NHE6"	"Solute carrier family 9 member A6"	Q92581	X	135973841-136047269	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Sodium transport, Transport"		"Disease mutation, Epilepsy, Mental retardation"
ENSG00000065923	SLC9A7	NHE7	"Solute carrier family 9 member A7"	Q96T83	X	46599252-46759172	"Plasma proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Potassium transport, Sodium transport, Transport"		"Disease mutation, Mental retardation"
ENSG00000084453	SLCO1A2	"OATP, OATP-A, OATP1A2, SLC21A3"	"Solute carrier organic anion transporter family member 1A2"	P46721	12	21264600-21419594	"Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Ion transport, Transport"		
ENSG00000185985	SLITRK2	"CXorf1, CXorf2, KIAA1854, SLITL1, TMEM257"	"SLIT and NTRK like family member 2"	"Q9H156, O96002"	X	145817832-145829856	"Predicted membrane proteins"			
ENSG00000121871	SLITRK3	KIAA0848	"SLIT and NTRK like family member 3"	O94933	3	165186720-165197109	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000179542	SLITRK4	DKFZp547M2010	"SLIT and NTRK like family member 4"	Q8IW52	X	143622790-143635777	"Predicted membrane proteins"			
ENSG00000165300	SLITRK5	"bA364G4.2, KIAA0918, LRRC11"	"SLIT and NTRK like family member 5"	O94991	13	87672615-87696272	"Predicted membrane proteins"			
ENSG00000188827	SLX4	"BTBD12, FANCP, KIAA1784, KIAA1987"	"SLX4 structure-specific endonuclease subunit"	Q8IY92	16	3581181-3611598	"Disease related genes, Predicted intracellular proteins"	"DNA damage, DNA recombination, DNA repair"		"Fanconi anemia"
ENSG00000178947	SMIM10L2A	"LED, LINC00086, LINC0086, MGC39606, NCRNA00086"	"Small integral membrane protein 10 like 2A"	P0DMW4	X	135421943-135428074	"Predicted membrane proteins"			
ENSG00000196972	SMIM10L2B	"LINC00087, NCRNA00087, RP11-85L21.2"	"Small integral membrane protein 10 like 2B"	P0DMW5	X	135094987-135098634	"Predicted membrane proteins"			
ENSG00000224531	SMIM13	C6orf228	"Small integral membrane protein 13"	P0DJ93	6	11094033-11138733	"Predicted membrane proteins"			
ENSG00000253457	SMIM18		"Small integral membrane protein 18"	P0DKX4	8	30638600-30646064	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000198732	SMOC1		"SPARC related modular calcium binding 1"	Q9H4F8	14	69854131-70032366	"Disease related genes, Predicted secreted proteins"	Differentiation	"Developmental protein"	"Disease mutation, Microphthalmia"
ENSG00000173267	SNCG	"BCSG1, persyn, SR"	"Synuclein gamma"	O76070	10	86958618-86963260	"Predicted intracellular proteins, Transporters"			
ENSG00000184602	SNN		Stannin	O75324	16	11668414-11679159	"Predicted membrane proteins"			
ENSG00000182600	SNORC	"ASCL830, C2orf82, UNQ830"	"Secondary ossification center associated regulator of chondrocyte maturation"	Q6UX34	2	232857270-232878708	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000101298	SNPH	bA314N13.5	Syntaphilin	O15079	20	1266316-1309328	"Predicted membrane proteins"			
ENSG00000273173	SNURF		"SNRPN upstream reading frame"	Q9Y675	15	24954986-24977850	"Predicted intracellular proteins"			
ENSG00000086300	SNX10		"Sorting nexin 10"	Q9Y5X0	7	26291895-26374329	"Disease related genes, Predicted intracellular proteins"	"Cilium biogenesis/degradation, Protein transport, Transport"		"Disease mutation, Osteopetrosis"
ENSG00000157734	SNX22	FLJ13952	"Sorting nexin 22"	Q96L94	15	64151715-64157481	"Predicted intracellular proteins"	"Protein transport, Transport"		
ENSG00000274211	SOCS7	"NAP4, NCKAP4"	"Suppressor of cytokine signaling 7"	O14512	17	38352228-38405593	"Predicted intracellular proteins"	"Growth regulation, Ubl conjugation pathway"	"Signal transduction inhibitor"	
ENSG00000149639	SOGA1	"C20orf117, dJ132F21.1, FLJ44670, KIAA0889, SOGA"	"Suppressor of glucose, autophagy associated 1"	O94964	20	36777442-36863686	"Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"			
ENSG00000214338	SOGA3	"C6orf174, dJ403A15.3"	"SOGA family member 3"	Q5TF21	6	127472794-127519191	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000184985	SORCS2	KIAA1329	"Sortilin related VPS10 domain containing receptor 2"	Q96PQ0	4	7192538-7742836	"Plasma proteins, Predicted membrane proteins"			
ENSG00000134243	SORT1	"Gp95, NT3"	"Sortilin 1"	Q99523	1	109309568-109397951	"Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Differentiation, Endocytosis, Osteogenesis, Transport"	"Developmental protein, Receptor"	
ENSG00000171243	SOSTDC1	"DAND7, DKFZp564D206, USAG1"	"Sclerostin domain containing 1"	Q6X4U4	7	16461481-16530580	"Predicted secreted proteins"	"Wnt signaling pathway"		
ENSG00000182968	SOX1		"SRY-box 1"	O00570	13	112067647-112070488	"Cancer-related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Cancer-related genes"
ENSG00000100146	SOX10	"DOM, WS2E, WS4"	"SRY-box 10"	P56693	22	37970686-37987422	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Deafness, Disease mutation, Hirschsprung disease, Kallmann syndrome, Waardenburg syndrome"
ENSG00000168875	SOX14	SOX28	"SRY-box 14"	O95416	3	137764284-137766338	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"	
ENSG00000125285	SOX21	SOX25	"SRY-box 21"	Q9Y651	13	94709622-94712399	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	
ENSG00000170374	SP7	"osterix, OSX"	"Sp7 transcription factor"	Q8TDD2	12	53326575-53345315	"Disease related genes, Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"Activator, DNA-binding"	"Osteogenesis imperfecta"
ENSG00000217236	SP9	ZNF990	"Sp9 transcription factor"	P0CG40	2	174334946-174338492	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding	
ENSG00000182310	SPACA6	"LET7EH, LINC00085, NCRNA00085, SPACA6P"	"Sperm acrosome associated 6"	W5XKT8	19	51689128-51712387	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000155761	SPAG17	"CT143, FLJ34497, PF6, RP4-776P7.2"	"Sperm associated antigen 17"	Q6Q759	1	117953861-118185223	"Predicted intracellular proteins"	"Cilium biogenesis/degradation"		
ENSG00000077327	SPAG6	"CT141, pf16, Repro-SA-1"	"Sperm associated antigen 6"	O75602	10	22345445-22454224	"Predicted intracellular proteins"	"Cilium biogenesis/degradation"		
ENSG00000128487	SPECC1	"CYTSB, FLJ36955, HCMOGT-1, NSP"	"Sperm antigen with calponin homology and coiled-coil domains 1"	Q5M775	17	20009344-20319026	"Disease related genes, Predicted intracellular proteins"			Proto-oncogene
ENSG00000101222	SPEF1	"C20orf28, CLAMP, DKFZP434I114, SPEF1A"	"Sperm flagellar 1"	Q9Y4P9	20	3777504-3781448	"Predicted intracellular proteins"			
ENSG00000178172	SPINK6	"BUSI2, MGC21394, UNQ844"	"Serine peptidase inhibitor, Kazal type 6"	Q6UWN8	5	148202794-148215137	"Predicted secreted proteins"		"Protease inhibitor, Serine protease inhibitor"	
ENSG00000152377	SPOCK1	"SPOCK, testican-1, TIC1"	"SPARC/osteonectin, cwcv and kazal like domains proteoglycan 1"	Q08629	5	136975298-137598379	"Predicted intracellular proteins, Predicted secreted proteins"			
ENSG00000107742	SPOCK2	"KIAA0275, testican-2"	"SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2"	Q92563	10	72059035-72089032	"Predicted secreted proteins"			
ENSG00000188766	SPRED3		"Sprouty related EVH1 domain containing 3"	Q2MJR0	19	38388421-38399587	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000203772	SPRN	"bA108K14.1, FLJ41197, Shadoo, Sprn"	"Shadow of prion protein"	Q5BIV9	10	133420666-133424572	"Predicted intracellular proteins, Transporters"		Prion	
ENSG00000168939	SPRY3	HSPRY3	"Sprouty RTK signaling antagonist 3"	O43610	X	155767812-155782459	"Predicted membrane proteins"		"Developmental protein"	
ENSG00000070182	SPTB		"Spectrin beta, erythrocytic"	P11277	14	64746283-64879907	"Disease related genes, Plasma proteins, Predicted intracellular proteins"		"Actin capping, Actin-binding"	"Disease mutation, Elliptocytosis, Hereditary hemolytic anemia"
ENSG00000173898	SPTBN2	SCA5	"Spectrin beta, non-erythrocytic 2"	O15020	11	66685248-66729226	"Disease related genes, Plasma proteins, Predicted intracellular proteins"		"Actin capping, Actin-binding"	"Disease mutation, Neurodegeneration, Spinocerebellar ataxia"
ENSG00000137877	SPTBN5	"BSPECV, HUBSPECV, HUSPECV"	"Spectrin beta, non-erythrocytic 5"	Q9NRC6	15	41848144-41894077	"Plasma proteins, Predicted intracellular proteins"		"Actin capping, Actin-binding"	
ENSG00000134548	SPX	"C12orf39, MGC10946, NPQ, spexin"	"Spexin hormone"	Q9BT56	12	21526307-21537377	"Predicted secreted proteins"		Hormone	
ENSG00000183888	SRARP	"C1orf64, ERRF, MGC24047"	"Steroid receptor associated and regulated protein"	Q8NEQ6	1	16004236-16008807	"Predicted intracellular proteins"			
ENSG00000196220	SRGAP3	"ARHGAP14, KIAA0411, MEGAP, SRGAP2, WRP"	"SLIT-ROBO Rho GTPase activating protein 3"	O43295	3	8980591-9363053	"Disease related genes, Predicted intracellular proteins"		"GTPase activation"	
ENSG00000197558	SSPO	"FLJ36112, KIAA0543, SCO-spondin"	SCO-spondin		7	149776042-149833979	"Predicted secreted proteins"			
ENSG00000139874	SSTR1		"Somatostatin receptor 1"	P30872	14	38207999-38213067	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000180616	SSTR2		"Somatostatin receptor 2"	P30874	17	73165012-73176633	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000278195	SSTR3		"Somatostatin receptor 3"	P32745	22	37204238-37212322	"FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"		"G-protein coupled receptor, Receptor, Transducer"	"FDA approved drug targets"
ENSG00000144057	ST6GAL2	"KIAA1877, SIAT2, St6gal2, St6GalII"	"ST6 beta-galactoside alpha-2,6-sialyltransferase 2"	Q96JF0	2	106801600-106887108	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"		"Glycosyltransferase, Transferase"	
ENSG00000117069	ST6GALNAC5	"MGC3184, SIAT7E, ST6GalNAcV"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"	Q9BVH7	1	76867441-77065711	"Predicted intracellular proteins"		"Glycosyltransferase, Transferase"	
ENSG00000111728	ST8SIA1	"SIAT8, SIAT8A"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"	Q92185	12	22063773-22437041	"Enzymes, Predicted intracellular proteins, Predicted membrane proteins"	"Lipid metabolism, Sphingolipid metabolism"	"Glycosyltransferase, Transferase"	
ENSG00000101638	ST8SIA5	SIAT8E	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"	O15466	18	46667821-46759257	"Predicted membrane proteins"		"Glycosyltransferase, Transferase"	
ENSG00000105889	STEAP1B		"STEAP family member 1B"	Q6NZ63	7	22419444-22632925	"Predicted membrane proteins"			
ENSG00000256762	STH	MAPTIT	Saitohin	Q8IWL8	17	45999250-45999694	"Predicted intracellular proteins"			
ENSG00000169302	STK32A	"MGC22688, YANK1"	"Serine/threonine kinase 32A"	Q8WU08	5	147234963-147387852	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"	
ENSG00000117632	STMN1	"C1orf215, FLJ32206, Lag, LAP18, OP18, PP17, PP19, PR22, SMN"	"Stathmin 1"	P16949	1	25884181-25906991	"Cancer-related genes, Predicted intracellular proteins"	"Differentiation, Neurogenesis"	"Developmental protein"	"Cancer-related genes"
ENSG00000067221	STOML1	"FLJ36370, hUNC-24, SLP-1, STORP"	"Stomatin like 1"	Q9UBI4	15	73978923-73994622	"Predicted intracellular proteins, Predicted membrane proteins"	"Lipid transport, Transport"		
ENSG00000133115	STOML3	"Epb7.2l, SRO"	"Stomatin like 3"	Q8TAV4	13	38965925-38991066	"Predicted membrane proteins, Transporters"			
ENSG00000165730	STOX1	"C10orf24, FLJ25162"	"Storkhead box 1"	Q6ZVD7	10	68827541-68895432	"Disease related genes, Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis, Transcription, Transcription regulation"	"Activator, DNA-binding"	"Disease mutation"
ENSG00000128578	STRIP2	"FAM40B, FAR11B, KIAA1170"	"Striatin interacting protein 2"	Q9ULQ0	7	129434433-129488399	"Predicted intracellular proteins"			
ENSG00000203685	STUM	"C1orf95, DKFZp761P211"	"Stum, mechanosensory transduction mediator homolog"	Q69YW2	1	226548800-226609214	"Predicted membrane proteins"			
ENSG00000145087	STXBP5L	"KIAA1006, LLGL4"	"Syntaxin binding protein 5 like"	Q9Y2K9	3	120908072-121424761	"Predicted intracellular proteins"	"Exocytosis, Protein transport, Transport"		"Disease mutation"
ENSG00000143502	SUSD4	FLJ10052	"Sushi domain containing 4"	Q5VX71	1	223220819-223364202	"Predicted intracellular proteins, Predicted membrane proteins"	"Complement pathway, Immunity, Innate immunity"		
ENSG00000159164	SV2A	"KIAA0736, SV2"	"Synaptic vesicle glycoprotein 2A"	Q7L0J3	1	149903318-149917882	"FDA approved drug targets, Predicted membrane proteins"	"Neurotransmitter transport, Transport"		"FDA approved drug targets"
ENSG00000198168	SVIP	DKFZp313A2432	"Small VCP interacting protein"	Q8NHG7	11	22813799-22830299	"Predicted intracellular proteins"			
ENSG00000185666	SYN3		"Synapsin III"	O14994	22	32512552-33058372	"Plasma proteins, Predicted intracellular proteins"			
ENSG00000101463	SYNDIG1	"C20orf39, FLJ14220, IFITMD5, SynDIG1, TMEM90B"	"Synapse differentiation inducing 1"	Q9H7V2	20	24469199-24666616	"Predicted membrane proteins, Transporters"			
ENSG00000197283	SYNGAP1	"KIAA1938, RASA5, SYNGAP"	"Synaptic Ras GTPase activating protein 1"	Q96PV0	6	33419661-33457541	"Disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"		"GTPase activation"	"Autism, Autism spectrum disorder, Disease mutation, Mental retardation"
ENSG00000100321	SYNGR1		"Synaptogyrin 1"	O43759	22	39349925-39385588	"Predicted membrane proteins"			
ENSG00000159082	SYNJ1	"INPP5G, PARK20"	"Synaptojanin 1"	O43426	21	32628759-32728048	"Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"	Endocytosis	"Hydrolase, RNA-binding"	"Disease mutation, Epilepsy, Neurodegeneration, Parkinson disease, Parkinsonism"
ENSG00000110975	SYT10		"Synaptotagmin 10"	Q6XYQ8	12	33374238-33439819	"Predicted membrane proteins"	Exocytosis		
ENSG00000019505	SYT13	KIAA1427	"Synaptotagmin 13"	Q7L8C5	11	45240301-45286319	"Predicted intracellular proteins"			
ENSG00000139973	SYT16	"CHR14SYT, Strep14, SYT14L, yt14r"	"Synaptotagmin 16"	Q17RD7	14	61811974-62112550	"Predicted intracellular proteins, Predicted membrane proteins"			
ENSG00000103528	SYT17		"Synaptotagmin 17"	Q9BSW7	16	19167971-19268334	"Predicted intracellular proteins"	Differentiation		
ENSG00000132872	SYT4	"HsT1192, KIAA1342"	"Synaptotagmin 4"	Q9H2B2	18	43267878-43277650	"Predicted intracellular proteins"	Differentiation		
ENSG00000011347	SYT7	"IPCA-7, MGC150517, PCANAP7, SYT-VII"	"Synaptotagmin 7"	O43581	11	61515313-61581148	"Predicted intracellular proteins, Predicted membrane proteins"	Exocytosis	Calmodulin-binding	
ENSG00000170743	SYT9		"Synaptotagmin 9"	Q86SS6	11	7238778-7469042	"Predicted membrane proteins"			
